1.15292e+18	0.626606
5.76461e+17	0.62844
2.8823e+17	0.630275
1.44115e+17	0.630275
7.20576e+16	0.631193
3.60288e+16	0.631193
1.80144e+16	0.631193
9.0072e+15	0.63211
4.5036e+15	0.633028
2.2518e+15	0.633028
1.1259e+15	0.633028
5.6295e+14	0.633028
2.81475e+14	0.633028
1.40737e+14	0.633028
7.03687e+13	0.633945
3.51844e+13	0.633945
1.75922e+13	0.633945
8.79609e+12	0.633945
4.39805e+12	0.634862
2.19902e+12	0.634862
1.09951e+12	0.634862
5.49756e+11	0.634862
2.74878e+11	0.634862
1.37439e+11	0.634862
6.87195e+10	0.634862
3.43597e+10	0.634862
1.71799e+10	0.634862
8.58993e+09	0.634862
4.29497e+09	0.634862
2.14748e+09	0.633945
1.07374e+09	0.633945
5.36871e+08	0.633945
2.68435e+08	0.633945
1.34218e+08	0.633945
6.71089e+07	0.633945
3.35544e+07	0.633945
1.67772e+07	0.633945
8.38861e+06	0.633945
4.1943e+06	0.633028
2.09715e+06	0.633028
1.04858e+06	0.633028
524288	0.63211
262144	0.63211
131072	0.63211
65536	0.63211
32768	0.63211
16384	0.63211
8192	0.63211
4096	0.63211
2048	0.63211
1024	0.631193
512	0.631193
256	0.631193
128	0.630275
64	0.630275
32	0.630275
16	0.630275
8	0.630275
4	0.630275
2	0.630275
